,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,БЮДЖЕТ ДОХОДОВ И РАСХОДОВ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Утрау ГОД 2026,,,,Утрау ЯНВАРЬ,,,,Утрау ФЕВРАЛЬ,,,,Утрау МАРТ,,,,Утрау АПРЕЛЬ,,,,Утрау МАЙ,,,,Утрау ИЮНЬ,,,,Утрау ИЮЛЬ,,,,Утрау АВГУСТ,,,,Утрау СЕНТЯБРЬ,,,,Утрау ОКТЯБРЬ,,,,Утрау НОЯБРЬ,,,,Утрау ДЕКАБРЬ,,,
,,ПОЯСНЕНИЯ ,Факт год  2025,ПЛАН год 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026"
2.3.2.6,Прочие расходы ,,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3.3,Хоз.расходы F$B,,5 031 233,4 249 137,908 702,84%,1 147 490,265 137,265 137,23%,556 780,100 000,189 194,18%,79 686,115 000,170 375,144%,200 215,240 000,169 746,120%,269 430,355 000,114 250,132%,283 314,340 000,0,120%,511 372,745 000,0,146%,642 636,835 000,0,130%,296 205,242 000,0,82%,313 581,315 000,0,100%,220 884,225 000,0,102%,504 640,472 000,0,94%
2.3.3.1,"Бытовая химия, хоз товары(хорека)","Бытовая химия, хоз товары в номера (чистящие, моющие; расходные материалы: перчатки, мешки для мусора; хоз. товары: овощечистки, полки, вешалки, подставки, органайзеры для кухонных принадлежностей и тд.) запланировано по статистике за предыдущий период",1 825 936,2 033 456,407 349,111%,126 800,145 456,145 456,115%,57 090,38 000,37 903,67%,45 293,30 000,75 585,66%,110 250,75 000,100 861,68%,198 940,190 000,47 544,96%,217 044,190 000,,88%,246 773,300 000,,122%,377 562,400 000,,106%,113 695,100 000,,88%,267 473,240 000,,90%,159 927,145 000,,91%,245 089,180 000,,73%
2.3.3.2,"Бытовая техника, приборы, посуда","(Чайники, миксеры, посуда, столовые приборы, кострюли,  овощерезки и т.д.) запланировано по статистике за предыдущий период",618 171,753 000,0,122%,,,,,,,,,,,,,,,,,17 800,23 000,,129%,33 498,40 000,,119%,177 025,210 000,,119%,165 197,220 000,,133%,21 550,25 000,,116%,10 528,15 000,,142%,17 077,20 000,,117%,175 496,200 000,,114%
2.3.3.3,Расходные материалы,"Товары для кухни: полотенца, салфетки, средста для мытья посуды, губки, фольга, перчатки т.д.) запланировано по статистике за предыдущий период",345 000,349 000,140 285,101%,,32 000,32 000,,,22 000,78 634,,,25 000,20 000,,,25 000,305,,,35 000,9 346,,,40 000,,,,50 000,,,,30 000,,,,25 000,,,,20 000,,,,20 000,,,,25 000,,
2.3.3.4,Содержание и ремонт помещений,"Запланировано по статистике за предыдущий период (ремонтно-строительные материалы: гвозди, саморезы, доски, трубы;  лампочки, розетки, краны, выключатели, радиаторы, замки и т.д.)",46 000,50 000,37 147,109%,,,,,,,37 147,,,,,,,50 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46 000,,,0%
2.3.3.5,Текстиль,"скатерти, полотенца, салфетки для ресторана",0,74 600,14 600,,,14 600,14 600,,,,,,,,,,,,,,,,,,,,,,,40 000,,,,20 000,,,,,,,,,,,,,,,,,,
2.3.3.6,"ТО и ремонт, покупка оборудования","запланировано по статистике за предыдущий период (новое оборудование: холодильники, плиты; зап.части и услуги организаций по ремонту оборудования)",243 571,268 893,75 913,110%,8 000,23 893,23 893,299%,,,3 850,,21 703,20 000,,92%,77 275,50 000,24 320,65%,,,23 850,,8 082,10 000,,124%,31 500,40 000,,127%,79 256,100 000,,126%,6 500,10 000,,154%,,,,,,,,,11 255,15 000,,133%
2.3.3.7,Вознаграждение,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3.3.8,Мебель,,0,0,12 000,,,,,,,,,,,,12 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3.3.9,Санитарная обработка,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3.3.10,"Услуги прачки, химчистка",,,180 000,40 130,,,,,,,15 000,11 810,,,15 000,2 720,,,15 000,25 600,,,15 000,,,,20 000,,,,20 000,,,,20 000,,,,15 000,,,,15 000,,,,15 000,,,,15 000,,
2.3.3.11,Лабораторные исследование,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3.3.12,Мероприятия,,130 180,67 000,33 510,51%,,,,,,,,,,,,,,,,,,,33 510,,12 000,15 000,,125%,27 500,40 000,,145%,,,,,80 280,0,,0%,,,,,,,,,10 400,12 000,,115%
2.3.3.13,Услуги подрядных организаций,,1 487 000,82 721,17 721,6%,1 000 000,17 721,17 721,2%,487 000,,,0%,,,,,,,,,,25 000,,,,,,,,20 000,,,,20 000,,,,,,,,,,,,,,,,,,
2.3.3.14,"IT расходы(обслуживание,покупка оборудования)","Айко, ОПЕН-СЕРВИС",255 375,306 467,122 487,120%,12 690,31 467,31 467,248%,12 690,25 000,19 850,197%,12 690,25 000,52 510,197%,12 690,25 000,18 660,197%,12 690,25 000,,197%,12 690,25 000,,197%,28 574,25 000,,87%,20 621,25 000,,121%,34 180,25 000,,73%,35 580,25 000,,70%,43 880,25 000,,57%,16 400,25 000,,152%
2.3.3.15,Клининг,запланировано по статистике за предыдущий период ,80 000,84 000,7 560,105%,,,,,,,,,,,7 560,,,,,,40 000,42 000,,105%,,,,,,,,,,,,,40 000,42 000,,105%,,,,,,,,,,,,
2.3.3.16,Прочие расходы,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4.,SPA,,6 893 769,6 879 332,1 678 472,100%,530 061,307 532,307 532,58%,306 850,377 000,230 078,123%,387 456,380 000,335 538,98%,761 858,475 000,457 062,62%,549 610,590 000,348 262,107%,695 675,667 000,0,96%,838 546,920 000,0,110%,778 398,785 000,0,101%,528 069,695 000,0,132%,606 810,580 000,0,96%,321 071,467 000,0,145%,589 365,635 800,0,108%
2.4.1,ФОТ,,3 853 257,3 674 322,1 228 567,95%,337 726,268 522,268 522,80%,233 700,260 000,179 274,111%,270 610,270 000,241 573,100%,270 560,275 000,259 179,102%,425 645,325 000,280 019,76%,360 118,325 000,,90%,376 617,325 000,,86%,363 765,325 000,,89%,240 584,325 000,,135%,406 635,325 000,,80%,221 697,325 000,,147%,345 600,325 800,,94%
2.4.2,Химия бассейн,запланировано по статистике за предыдущий период ,130 372,150 000,18 793,115%,82 400,,,0%,9 600,20 000,,208%,5 346,10 000,5 963,187%,,,,,,30 000,12 830,,,,,,,15 000,,,,,,,,30 000,,,4 884,10 000,,205%,28 142,35 000,,124%,,,,
2.4.3,Оборудование для бассейнов,"(насосы, фильтровальные станции, гидромассажи, горки) запланировано по статистике за предыдущий период ",525 650,367 024,12 024,70%,12 805,12 024,12 024,94%,,,,,,,,,282 870,50 000,,18%,,40 000,,,,20 000,,,,15 000,,,,,,,125 875,130 000,,103%,,,,,,,,,104 100,100 000,,96%
2.4.4,"Бытовая техника и оборудование, мебель",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4.5,Содержание и ремонт помещений,,0,0,109 666,,,,,,,,,,,,,,,,103 806,,,,5 860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4.6,Медикаменты и пр,запланировано по статистике за предыдущий период ,10 308,12 000,0,116%,,,,,,,,,,,,,,,,,10 308,,,0%,,12 000,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4.7,"Бытовая химия, хоз товары(хорека)","Бытовая химия, хоз товары в номера (чистящие, моющие; расходные материалы: перчатки,  мешки для мусора; хоз.товары: ведра, вешали, коврики  и т.д.) запланировано по статистике за предыдущий период",185 850,205 000,12 235,110%,,,,,,10 000,,,,10 000,3 941,,27 837,15 000,8 294,54%,30 000,20 000,,67%,30 679,25 000,,81%,15 509,25 000,,161%,73 968,25 000,,34%,1 610,20 000,,1242%,,20 000,,,6 247,15 000,,240%,,20 000,,
2.4.8,Услуги подрядных организаций,услуги спасателя,200 000,200 000,0,100%,,,,,,,,,,,,,,,,,,,,,,,,,100 000,100 000,,100%,100 000,100 000,,100%,,,,,,,,,,,,,,,,
2.4.9,Расходные материалы,"(веники,тапочки,  гели, шампуни и т.д)  запланировано по статистике за предыдущий период ",188 199,368 986,151 030,196%,,26 986,26 986,,13 750,15 000,50 804,109%,11 500,15 000,26 167,130%,47 151,50 000,32 040,106%,,40 000,15 033,,35 902,45 000,,125%,,40 000,,,,50 000,,,,,,,32 246,35 000,,109%,9 825,12 000,,122%,37 825,40 000,,106%
2.4.10,Лабораторные исследования,,0,10 000,0,,,,,,,,,,,,,,,,,,,10 000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2.4.11,Услуги прачки,,0,310 000,136 157,,,0,,,,20 000,,,,25 000,57 894,,,25 000,43 743,,,35 000,34 520,,,35 000,,,,35 000,,,,35 000,,,,25 000,,,,25 000,,,,25 000,,,,25 000,,
2.4.12,Вознаграждение % за парения и массажи,,1 051 255,897 000,0,85%,60 920,,,0%,49 800,52 000,,104%,100 000,50 000,,50%,133 440,60 000,,45%,52 900,55 000,,104%,100 000,105 000,,105%,155 280,155 000,,100%,148 665,150 000,,101%,50 000,50 000,,100%,115 590,115 000,,99%,55 160,55 000,,100%,29 500,50 000,,169%
2.4.13,"Униформа, спецодежда",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4.14,Сертификация и лицензирование,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4.15,Клининг,запланировано по статистике за предыдущий период ,83 500,85 000,0,102%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83 500,85 000,,102%,,,,,,,,,,,,
2.4.16,ТО и ремонт оборудования,(запчасти и услуги организаций по ремонту оборудования) запланировано по статистике за предыдущий период ,665 378,600 000,10 000,90%,36 210,,,0%,,,,,,,,,,,10 000,,30 757,35 000,,114%,168 976,100 000,,59%,191 140,210 000,,110%,92 000,100 000,,109%,26 500,30 000,,113%,47 455,50 000,,105%,,,,,72 340,75 000,,104%
2.4.17,Прочие расходы ,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5.,Затраты АУП,,27 185 308,25 258 332,9 493 052,93%,1 204 298,2 255 721,2 255 721,187%,1 730 351,2 305 511,2 222 955,133%,1 486 649,2 188 000,1 765 345,147%,1 388 465,2 116 500,1 711 540,152%,1 874 903,1 761 500,1 548 817,94%,1 738 255,1 892 500,0,109%,2 085 760,1 977 500,0,95%,2 777 547,2 244 100,0,81%,4 296 095,1 857 500,0,43%,2 917 704,2 260 500,0,77%,2 890 364,2 188 500,0,76%,2 794 917,2 210 500,0,79%
2.5.1,ФОТ,,14 884 640,11 508 221,5 535 846,77%,629 353,1 113 721,1 113 721,177%,1 046 706,1 060 000,1 328 922,101%,817 837,1 050 000,927 113,128%,883 078,920 500,1 167 208,104%,921 411,920 500,998 882,100%,989 592,920 500,,93%,1 198 983,920 500,,77%,1 491 309,920 500,,62%,2 024 236,920 500,,45%,1 521 517,920 500,,60%,1 683 957,920 500,,55%,1 676 661,920 500,,55%
2.5.2,Вознаграждение,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5.3,"Бытовая техника и оборудование, мебель",мебель для офиса,40 722,60 000,0,147%,,,,,,10 000,,,,,,,,,,,,,,,,,,,,,,,27 866,30 000,,108%,7 617,10 000,,131%,5 239,10 000,,191%,,,,,,,,
2.5.4,Содержание и ремонт помещений,"Ремонтно-строительные материалы: гвозди, саморезы, доски, трубы; лампочки, розетки, выключатели, радиаторы, замки и т.д.)",,25 770,10 770,,,10 770,10 770,,,,,,,15 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5.5,Обучение,,32 640,0,36 400,0%,,,,,,,,,,,36 400,,17 640,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,15 000,,,0%,,,,
2.5.6,IT расходы(программное обеспечение),"Битрикс, Контур, ПО, ",1 374 952,1 569 000,264 191,114%,77 000,29 000,29 000,38%,64 700,135 000,108 007,209%,37 800,100 000,41 270,265%,113 900,130 000,8 800,114%,350 200,200 000,77 114,57%,180 740,180 000,,100%,128 799,145 000,,113%,202 785,150 000,,74%,17 100,130 000,,760%,78 300,130 000,,166%,10 900,120 000,,1101%,112 728,120 000,,106%
2.5.6А,IT расходы(покупка оборудования),"Компьютеры, МФУ, комплектующие",297 794,379 701,181 096,128%,,74 701,74 701,,,50 000,,,,,61 528,,,,4 700,,44 010,50 000,40 167,114%,,,,,8 299,15 000,,181%,160 395,100 000,,62%,21 200,20 000,,94%,53 900,60 000,,111%,,,,,9 990,10 000,,100%
2.5.7,Канцтовары,канцтовары. Заправка кадриджей,236 493,239 902,76 259,101%,2 948,19 902,19 902,675%,19 743,15 000,33 843,76%,,8 000,18 316,,43 197,35 000,3 698,81%,10 611,10 000,500,94%,14 212,15 000,,106%,34 025,30 000,,88%,31 080,30 000,,97%,12 080,12 000,,99%,27 677,25 000,,90%,25 888,25 000,,97%,15 032,15 000,,100%
2.5.8,Командировочные затраты,,37 283,0,0,0%,,,,,,,,,,,,,,,,,22 130,,,0%,15 153,,,0%,,,,,,,,,,,,,,,,,,,,,,,,
2.5.9,Страхование,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5.10,Подбор персонала,ХэдХантер ,364 742,188 632,44 548,52%,7 747,21 132,21 132,273%,0,10 000,5 374,,3 958,10 000,,253%,14 377,15 500,5 220,108%,223 863,10 000,12 822,4%,10 242,12 000,,117%,9 879,11 000,,111%,17 664,18 000,,102%,25 412,28 000,,110%,4 187,5 000,,119%,17 478,18 000,,103%,29 935,30 000,,100%
2.5.11,"Правовые и консультационные услуги, аудит","Консультации различных специалистоа, уадит, подготовка документов",1 872 342,609 023,519 023,33%,261 600,499 023,499 023,191%,138 000,0,,0%,76 815,0,,0%,126 000,0,20 000,0%,,,,,,0,,,100 000,0,,0%,,,,,110 000,110 000,,100%,484 656,0,,0%,293 300,0,,0%,281 971,0,,0%
2.5.12,"Сертификация и лицензирование, геодезия",Алкогольная лицензия,415 074,4 990,4 990,1%,,4 990,4 990,,,,,,,,,,,,,,,,,,,,,,,,,,13 071,,,0%,374 303,,,0%,16 000,,,0%,,,,,11 700,,,0%
2.5.13,Услуги банка (комиссия по эквайрингу),,1 101 757,1 216 132,385 885,110%,61 305,86 132,86 132,140%,91 844,95 000,77 534,103%,68 342,80 000,72 552,117%,48 825,85 000,72 105,174%,74 971,85 000,77 562,113%,92 775,95 000,,102%,123 188,125 000,,101%,168 716,170 000,,101%,93 044,95 000,,102%,86 207,90 000,,104%,65 445,80 000,,122%,127 095,130 000,,102%
2.5.14,"Услуги связи, Интернет","Услуги связи ОАО Вымпелком,   Интернет ПАО Таттелеком,  телефон",1 457 152,1 496 011,622 484,103%,104 676,112 500,112 500,107%,107 246,112 511,113 974,105%,115 273,115 000,138 666,100%,100 296,120 000,129 999,120%,130 348,131 000,127 345,101%,127 367,130 000,,102%,134 588,135 000,,100%,143 261,140 000,,98%,128 279,130 000,,101%,121 179,120 000,,99%,111 813,120 000,,107%,132 826,130 000,,98%
2.5.15,Почтовые расходы,,2 615,3 950,19 335,151%,,350,350,,,500,450,,,,2 885,,,500,,,,,15 650,,,,,,,,,,445,600,,135%,1 750,2 000,,114%,,,,,,,,,420,,,0%
2.5.16,Вода,,0,0,269 861,,,,,,,,74 222,,,,77 004,,,,45 840,,,,72 795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5.17,"Униформа, спецодежда",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2.5.18,Доставка персонала,Яндекс такси,2 161 402,3 325 000,1 248 251,154%,49 773,250 000,250 000,502%,202 612,250 000,378 093,123%,26 100,250 000,348 211,958%,,250 000,169 880,,80 772,280 000,102 067,347%,211 774,280 000,,132%,285 774,300 000,,105%,364 515,360 000,,99%,245 757,280 000,,114%,269 059,280 000,,104%,210 000,280 000,,133%,215 266,265 000,,123%
2.5.19,Выдача в подотчет,,1 827 196,0,0,0%,,,,,,,,,246 537,,,0%,30 000,,,0%,490,,,0%,7 238,,,0%,,,,,,,,,1 095 665,,,0%,39 877,,,0%,289 449,,,0%,117 940,,,0%
2.5.20,Мед.осмотр,,116 300,115 000,57 000,99%,,,,,,14 000,24 110,,,,18 050,,,,14 840,,,15 000,,,,,,,14 040,16 000,,114%,13 640,15 000,,110%,,20 000,,,75 180,20 000,,27%,13 440,15 000,,112%,,,,
2.5.21,"Транспортные расходы, ГСМ",,4 896,0,0,0%,4 896,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5.22,Прочие расходы,"Запланировано аренда квартиры 23350+аренда помещения 10000+ непредвиденные расходы . В 2025 году факт: аренда квартиры и помещения, различные пошлины, претензии, судебные неустойки, оплата лечения, изготовление вывесок",957 308,697 000,217 113,73%,5 000,33 500,33 500,670%,59 500,33 500,67 100,56%,93 987,40 000,23 350,43%,11 152,40 000,69 250,359%,16 097,40 000,23 913,248%,89 162,40 000,,45%,48 185,60 000,,125%,142 800,90 000,,63%,139 652,80 000,,57%,134 726,80 000,,59%,153 694,90 000,,59%,63 353,70 000,,110%
2.5.23.,Представительские расходы,,,220 000,,,,,,,,20 000,11 326,,,20 000,,,,20 000,,,,20 000,,,,20 000,,,,20 000,,,,20 000,,,,20 000,,,,20 000,,,,20 000,,,,20 000,,
2.5.24.,Непредвиденные расходы,,,3 600 000,,,,,,,,500 000,,,,500 000,,,,500 000,,,,,,,,200 000,,,,200 000,,,,200 000,,,,,,,,500 000,,,,500 000,,,,500 000,,
2.6.,Затраты хоз.службы,,12 095 674,13 988 881,4 717 436,116%,1 039 082,850 881,850 881,82%,841 615,943 000,1 066 759,112%,659 740,728 000,977 340,110%,1 350 704,800 000,919 178,59%,863 943,1 770 000,903 278,205%,722 435,1 346 000,0,186%,845 896,1 460 000,0,173%,866 166,1 345 200,0,155%,1 650 601,1 685 200,0,102%,909 707,970 200,0,107%,774 431,980 200,0,127%,1 571 354,1 110 200,0,71%
2.6.1,ФОТ,,8 049 367,9 928 096,3 539 722,123%,814 411,732 096,732 096,90%,624 387,650 000,602 864,104%,626 540,650 000,743 410,104%,704 804,650 000,714 153,92%,640 793,940 000,747 199,147%,585 135,940 000,,161%,588 482,940 000,,160%,645 466,945 200,,146%,721 594,945 200,,131%,818 291,845 200,,103%,674 562,845 200,,125%,604 902,845 200,,140%
2.6.2,"Сантехприборы, электроприборы","оборудование и электроприборы (шуруповерт, дрели, пилы, болгарки и т.д. для ремонтных работ в отеле)",221 874,200 000,11 930,90%,106 974,,,0%,114 900,100 000,,87%,,,11 930,,,,,,,50 000,,,,50 000,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Содержание и ремонт помещений,"Ремонтно-строительные материалы: гвозди, саморезы, доски, трубы; лампочки, розетки, выключатели, радиаторы, замки и т.д.)",36 330,65 000,63 133,179%,,,,,,,17 455,,,,2 496,,,15 000,43 182,,,,,,,,,,,15 000,,,,,,,,,,,36 330,35 000,,96%,,,,,,,,
2.6.4,Строительные материалы,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,ТО и ремонт оборудования,Запчасти и услуги организаций по ремонту оборудования,215 951,112 970,15 561,52%,41 697,7 970,7 970,19%,95 168,10 000,7 591,11%,4 550,5 000,,110%,,,,,9 000,10 000,,111%,,,,,50 450,60 000,,119%,,,,,,,,,15 086,20 000,,133%,,,,,,,,
2.6.6,Услуги подрядных организаций,Аренда различного оборудования,125 080,121 000,0,97%,,,,,,,,,,,,,,,,,,,,,6 000,6 000,,100%,25 000,20 000,,80%,,,,,10 600,15 000,,142%,,,,,,,,,83 480,80 000,,96%
2.6.7,Расходные материалы,,0,0,189 364,,,,,,,,,,,,36 334,,,,53 030,,,,100 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.8,Содержание территории отеля,"очистка снега, уборка территории, обрезка веток, вывоз мусора",732 420,1 693 500,516 648,231%,,53 500,53 500,,,90 000,381 994,,,,81 154,,,50 000,,,206 220,650 000,,,34 200,150 000,,,,150 000,,,,150 000,,,492 000,400 000,,,,,,,,,,,,,,
2.6.9,"ТО и ремонт транспорта (яхта, катер и тп)",запчасти и услуги организаций по ремонту транспорта,1 563 871,603 500,7 516,39%,,2 500,2 500,,2 160,3 000,3 000,139%,3 650,3 000,2 016,82%,495 900,5 000,,1%,7 930,50 000,,631%,7 100,100 000,,1408%,149 964,200 000,,133%,220 700,180 000,,82%,24 900,25 000,,100%,,,,,11 095,15 000,,135%,640 472,20 000,,3%
2.6.10,Инструменты и инвентарь,"покупка инструмента и инвентаря для выполнения служебных обязанностей (тачки, грабли, ведра, пилы, молотки  и т.д.)",20 000,25 000,41 987,125%,,,,,5 000,,18 855,0%,,,,,,,8 813,,,,14 319,,15 000,25 000,,167%,,,,,,,,,,,,,,,,,,,,,,,,
2.6.11,"Транспортные расходы, ГСМ",Доставка оборудования,73 000,19 815,4 815,27%,,4 815,4 815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73 000,15 000,,21%
2.6.12,"Униформа, спецодежда",,0,0,21 760,,,,,,,,,,,,,,,,,,,,21 760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.13,"Бытовая техника и оборудование, мебель",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.14,Обслуживание инженерных сетей,"Обслуживание котлов, чистка канализации, ремонт электросетей",1 057 781,1 220 000,305 000,115%,76 000,50 000,50 000,66%,,90 000,35 000,,25 000,70 000,100 000,280%,150 000,80 000,100 000,53%,,70 000,20 000,,75 000,75 000,,100%,32 000,75 000,,234%,,70 000,,,401 507,300 000,,75%,40 000,70 000,,175%,88 774,120 000,,135%,169 500,150 000,,88%
2.6.15,Прочие расходы,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7.,Затраты отдела снабжения,,459 441,3 102 667,1 169 665,675%,0,182 667,182 667,,0,220 000,190 000,,0,270 000,300 040,,0,270 000,299 105,,0,270 000,197 853,,0,270 000,0,,0,270 000,0,,0,270 000,0,,0,270 000,0,,115 653,270 000,0,233%,153 787,270 000,0,176%,190 001,270 000,0,142%
2.7.1,ФОТ,,459 441,3 102 667,1 169 665,675%,,182 667,182 667,,,220 000,190 000,,,270 000,300 040,,,270 000,299 105,,,270 000,197 853,,,270 000,,,,270 000,,,,270 000,,,,270 000,,,115 653,270 000,,233%,153 787,270 000,,176%,190 001,270 000,,142%
2.7.4,Расходные материалы,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7.5,"Транспортные расходы, ГСМ",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7.6,Содержание и ремонт помещений,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7.8,"Бытовая техника и оборудование, мебель",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7.10,"Униформа, спецодежда",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7.11,Прочие расходы,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.,"Отдел продаж, бронирования и маркетинга",,5 119 877,10 246 704,3 645 075,200%,277 857,896 704,896 704,323%,350 055,775 000,773 068,221%,412 615,795 000,618 282,193%,341 620,770 000,610 809,225%,422 442,810 000,746 212,192%,463 042,860 000,0,186%,378 531,915 000,0,242%,982 733,1 015 000,0,103%,492 648,940 000,0,191%,387 939,855 000,0,220%,370 053,805 000,0,218%,240 342,810 000,0,337%
2.8.1,ФОТ,,3 502 051,8 542 950,3 207 219,244%,185 000,822 950,822 950,445%,255 411,680 000,687 657,266%,297 917,680 000,527 817,228%,275 221,680 000,530 601,247%,337 124,710 000,638 194,211%,324 337,710 000,,219%,185 003,710 000,,384%,704 261,710 000,,101%,264 398,710 000,,269%,250 538,710 000,,283%,278 748,710 000,,255%,144 093,710 000,,493%
2.8.2,Расходные материалы на мастер-классы,,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.3,Фотосессии объекта,,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.4,ПО настройка,,0,0,34 040,,,0,,,,,,,,,,,,,4 000,,,,30 040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.5,"Униформа, спецодежда",,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.6,"Детская комната, площадка",,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.7,"Бытовая техника и оборудование, мебель",,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.8,Агентское вознаграждение,Трэвел Лайн,1 617 826,1 703 754,392 626,105%,92 857,73 754,73 754,79%,94 644,95 000,82 411,100%,114 698,115 000,84 585,100%,66 399,90 000,76 208,136%,85 318,100 000,75 668,117%,138 705,150 000,,108%,193 528,205 000,,106%,278 472,305 000,,110%,228 250,230 000,,101%,137 401,145 000,,106%,91 305,95 000,,104%,96 249,100 000,,104%
2.8.9,Прочие расходы,,0,0,11 190,,,0,,,,,3 000,,,,5 880,,,,,,,,2 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
