,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,БЮДЖЕТ ДОХОДОВ И РАСХОДОВ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Утрау ГОД 2026,,,,Утрау ЯНВАРЬ,,,,Утрау ФЕВРАЛЬ,,,,Утрау МАРТ,,,,Утрау АПРЕЛЬ,,,,Утрау МАЙ,,,,Утрау ИЮНЬ,,,,Утрау ИЮЛЬ,,,,Утрау АВГУСТ,,,,Утрау СЕНТЯБРЬ,,,,Утрау ОКТЯБРЬ,,,,Утрау НОЯБРЬ,,,,Утрау ДЕКАБРЬ,,,
,,ПОЯСНЕНИЯ ,Факт год  2025,ПЛАН год 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026"
,Затраты запланированы по статистике прошлого периода,"Вознаграждение % за парения и массажи, услуги спасателя",1 251 255,1 097 000,"0,6%",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Запланировано согласно планируемых прадаж, снизить нельзя",Агентское вознаграждение Трэвел лайн,1 617 826,1 703 754,"0,9%",4 787 805,5 405 232,,,,,,,,,,84 585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Запланировано согласно заключенных договоров, снизить нельзя",IT технологии и ПО,1 712 827,2 205 467,"1,1%",,,,,,,,,,,,137 162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Запланировано по статистике прошлого периода,Подбор персонала,,188 632,"0,1%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Затраты на запланированные  услуги,"Правовые и консультационные услуги, аудит",,614 013,"0,3%",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Запланировано согласно заключенных договоров, снизить нельзя",Услуги банка (комиссия по эквайрингу),,1 216 132,"0,6%",,,,,,,,,,,,72 552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Запланировано согласно заключенных договоров, снизить нельзя","Услуги связи, Интернет",1 457 152,1 496 011,"0,8%",,,,,,,,,,,,138 666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Запланировано по статистике прошлого периода. Затраты неизбежны, так как отель находится за городом",Доставка персонала,2 161 402,3 325 000,"1,7%",,,,,,,,,,,,348 211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Затраты на фейерверки, фото зоны, музыкальное сопровождение, декор.",Организация мероприятий,3 635 640,2 371 800,"1,2%",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Реклама в интернете, соц  сетях, буклеты",реклама,2 075 230,2 731 060,"1,4%",,,,,,,,,,,,200 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Обязательные платежи по прочим налогам, аренде квартиры и помещения, медосмотру, госпошлины и т.д. Снизить нельзя","прочее (налоги, представительские, аренда помещений, квартир, аренда оборудования, лабораторные испытания, непредвиденные расходы)",3 114 448,5 460 671,"2,8%",,,,,,,,,,,,63 672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"0,0%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"0,0%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"0,0%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"0,0%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"0,0%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"0,0%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"0,0%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"0,0%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"0,0%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"0,0%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
