,,,Утрау ГОД 2026,,,,Утрау ЯНВАРЬ,,,,Утрау ФЕВРАЛЬ,,,,2 месяца,,,Утрау МАРТ,,,,3 месяца,,,Утрау АПРЕЛЬ,,,,Утрау МАЙ,,,,Утрау ИЮНЬ,,,,Утрау ИЮЛЬ,,,,Утрау АВГУСТ,,,,Утрау СЕНТЯБРЬ,,,,Утрау ОКТЯБРЬ,,,,Утрау НОЯБРЬ,,,,Утрау ДЕКАБРЬ,,,
,,ПОЯСНЕНИЯ ,Факт год  2025,ПЛАН год 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ПЛАН 2026,ФАКТ 2026,отклонение,ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ПЛАН 2026,ФАКТ 2026,отклонение,ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026"
2.5.23.,Представительские расходы,,,220 000,,,,,,,,20 000,,,20 000,0,-20 000,,20 000,,,40 000,0,,,20 000,,,,20 000,,,,20 000,,,,20 000,,,,20 000,,,,20 000,,,,20 000,,,,20 000,,,,20 000,,
2.5.24.,Непредвиденные расходы,,,3 600 000,,,,,,,,500 000,,,500 000,0,-500 000,,500 000,,,1 000 000,0,,,500 000,,,,,,,,200 000,,,,200 000,,,,200 000,,,,,,,,500 000,,,,500 000,,,,500 000,,
2.6.,Затраты хоз.службы,,12 095 674,13 988 881,4 670 341,116%,1 039 082,850 881,864 440,82%,841 615,943 000,1 042 088,112%,1 793 881,1 906 528,112 647,659 740,728 000,961 078,110%,2 521 881,2 867 606,,1 350 704,800 000,933 465,59%,863 943,1 770 000,869 270,205%,722 435,1 346 000,0,186%,845 896,1 460 000,0,173%,866 166,1 345 200,0,155%,1 650 601,1 685 200,0,102%,909 707,970 200,0,107%,774 431,980 200,0,127%,1 571 354,1 110 200,0,71%
2.6.1,ФОТ,,8 049 367,9 928 096,3 877 331,123%,814 411,732 096,805 140,90%,624 387,650 000,674 425,104%,1 382 096,1 479 565,97 469,626 540,650 000,866 360,104%,2 032 096,2 345 925,,704 804,650 000,744 269,92%,640 793,940 000,787 137,147%,585 135,940 000,,161%,588 482,940 000,,160%,645 466,945 200,,146%,721 594,945 200,,131%,818 291,845 200,,103%,674 562,845 200,,125%,604 902,845 200,,140%
2.6.2,"Сантехприборы, электроприборы","оборудование и электроприборы (шуруповерт, дрели, пилы, болгарки и т.д. для ремонтных работ в отеле)",221 874,200 000,28 825,90%,106 974,,,0%,114 900,100 000,,87%,100 000,0,-100 000,,,6 923,,100 000,6 923,,,,,,,50 000,21 902,,,50 000,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Содержание и ремонт помещений,"Ремонтно-строительные материалы: гвозди, саморезы, доски, трубы; лампочки, розетки, выключатели, радиаторы, замки и т.д.)",36 330,65 000,57 143,179%,,,,,,,4 773,,0,4 773,4 773,,,31 209,,0,35 982,,,15 000,21 161,,,,,,,,,,,15 000,,,,,,,,,,,36 330,35 000,,96%,,,,,,,,
2.6.4,Строительные материалы,,0,0,0,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,ТО и ремонт оборудования,Запчасти и услуги организаций по ремонту оборудования,215 951,112 970,10 500,52%,41 697,7 970,1 700,19%,95 168,10 000,3 000,11%,17 970,4 700,-13 270,4 550,5 000,,110%,22 970,4 700,,,,3 300,,9 000,10 000,2 500,111%,,,,,50 450,60 000,,119%,,,,,,,,,15 086,20 000,,133%,,,,,,,,
2.6.6,Услуги подрядных организаций,Аренда различного оборудования,125 080,121 000,36 800,97%,,,1 800,,,,,,0,1 800,1 800,,,35 000,,0,36 800,,,,,,,,,,6 000,6 000,,100%,25 000,20 000,,80%,,,,,10 600,15 000,,142%,,,,,,,,,83 480,80 000,,96%
2.6.7,Расходные материалы,,0,0,31 196,,,,,,,,10 456,,0,10 456,10 456,,,809,,0,11 265,,,,3 358,,,,16 573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.8,Содержание территории отеля,"очистка снега, уборка территории, обрезка веток, вывоз мусора",732 420,1 693 500,365 604,231%,,53 500,53 500,,,90 000,302 097,,143 500,355 597,212 097,,,,,143 500,355 597,,,50 000,6 127,,206 220,650 000,3 880,,34 200,150 000,,,,150 000,,,,150 000,,,492 000,400 000,,,,,,,,,,,,,,
2.6.9,"ТО и ремонт транспорта (яхта, катер и тп)",запчасти и услуги организаций по ремонту транспорта,1 563 871,603 500,63 265,39%,,2 500,,,2 160,3 000,4 346,139%,5 500,4 346,-1 154,3 650,3 000,2 016,82%,8 500,6 362,,495 900,5 000,55 250,1%,7 930,50 000,1 653,631%,7 100,100 000,,1408%,149 964,200 000,,133%,220 700,180 000,,82%,24 900,25 000,,100%,,,,,11 095,15 000,,135%,640 472,20 000,,3%
2.6.10,Инструменты и инвентарь,"покупка инструмента и инвентаря для выполнения служебных обязанностей (тачки, грабли, ведра, пилы, молотки  и т.д.)",20 000,25 000,31 005,125%,,,,,5 000,,2 403,0%,0,2 403,2 403,,,18 761,,0,21 164,,,,,,,,9 841,,15 000,25 000,,167%,,,,,,,,,,,,,,,,,,,,,,,,
2.6.11,"Транспортные расходы, ГСМ",Доставка оборудования,73 000,19 815,6 994,27%,,4 815,2 300,,,,3 233,,4 815,5 533,718,,,,,4 815,5 533,,,,,,,,1 461,,,,,,,,,,,,,,,,,,,,,,,,,,73 000,15 000,,21%
2.6.12,"Униформа, спецодежда",,0,0,4 323,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,4 323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.13,"Бытовая техника и оборудование, мебель",,0,0,0,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.14,Обслуживание инженерных сетей,"Обслуживание котлов, чистка канализации, ремонт электросетей",1 057 781,1 220 000,157 355,115%,76 000,50 000,,66%,,90 000,37 355,,140 000,37 355,-102 645,25 000,70 000,,280%,210 000,37 355,,150 000,80 000,100 000,53%,,70 000,20 000,,75 000,75 000,,100%,32 000,75 000,,234%,,70 000,,,401 507,300 000,,75%,40 000,70 000,,175%,88 774,120 000,,135%,169 500,150 000,,88%
2.6.15,Прочие расходы,,0,0,0,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7.,Затраты отдела снабжения,,459 441,3 102 667,1 347 973,675%,0,182 667,209 962,,0,220 000,218 391,,402 667,428 353,25 686,0,270 000,344 874,,672 667,773 227,,0,270 000,343 799,,0,270 000,230 947,,0,270 000,0,,0,270 000,0,,0,270 000,0,,0,270 000,0,,115 653,270 000,0,233%,153 787,270 000,0,176%,190 001,270 000,0,142%
2.7.1,ФОТ,,459 441,3 102 667,1 344 444,675%,,182 667,209 962,,,220 000,218 391,,402 667,428 353,25 686,,270 000,344 874,,672 667,773 227,,,270 000,343 799,,,270 000,227 418,,,270 000,,,,270 000,,,,270 000,,,,270 000,,,115 653,270 000,,233%,153 787,270 000,,176%,190 001,270 000,,142%
2.7.4,Расходные материалы,,0,0,0,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7.5,"Транспортные расходы, ГСМ",,0,0,3 529,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,3 529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7.6,Содержание и ремонт помещений,,0,0,0,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7.8,"Бытовая техника и оборудование, мебель",,0,0,0,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7.10,"Униформа, спецодежда",,0,0,0,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7.11,Прочие расходы,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.,"Отдел продаж, бронирования и маркетинга",,5 119 877,10 246 704,4 314 272,200%,277 857,896 704,1 108 074,323%,350 055,775 000,872 593,221%,1 671 704,1 980 667,308 963,412 615,795 000,747 544,193%,2 466 704,2 728 211,,341 620,770 000,689 458,225%,422 442,810 000,896 603,192%,463 042,860 000,0,186%,378 531,915 000,0,242%,982 733,1 015 000,0,103%,492 648,940 000,0,191%,387 939,855 000,0,220%,370 053,805 000,0,218%,240 342,810 000,0,337%
2.8.1,ФОТ,,3 502 051,8 542 950,3 518 508,244%,185 000,822 950,891 558,445%,255 411,680 000,743 263,266%,1 502 950,1 634 821,131 871,297 917,680 000,588 539,228%,2 182 950,2 223 360,,275 221,680 000,585 740,247%,337 124,710 000,709 408,211%,324 337,710 000,,219%,185 003,710 000,,384%,704 261,710 000,,101%,264 398,710 000,,269%,250 538,710 000,,283%,278 748,710 000,,255%,144 093,710 000,,493%
2.8.2,Расходные материалы на мастер-классы,,0,0,11 764,,,0,,,,,,,0,0,0,,,11 764,,0,11 764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.3,Фотосессии объекта,,0,0,0,,,0,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.4,ПО настройка,,0,0,163 529,,,0,95 000,,,,20 109,,0,115 109,115 109,,,13 200,,0,128 309,,,,21 100,,,,14 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.5,"Униформа, спецодежда",,0,0,0,,,0,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.6,"Детская комната, площадка",,0,0,0,,,0,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.7,"Бытовая техника и оборудование, мебель",,0,0,0,,,0,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.8,Агентское вознаграждение,Трэвел Лайн,1 617 826,1 703 754,618 528,105%,92 857,73 754,121 516,79%,94 644,95 000,109 221,100%,168 754,230 737,61 983,114 698,115 000,132 689,100%,283 754,363 426,,66 399,90 000,82 027,136%,85 318,100 000,173 075,117%,138 705,150 000,,108%,193 528,205 000,,106%,278 472,305 000,,110%,228 250,230 000,,101%,137 401,145 000,,106%,91 305,95 000,,104%,96 249,100 000,,104%
2.8.9,Прочие расходы,,0,0,1 943,,,0,,,,,,,0,0,0,,,1 352,,0,1 352,,,,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9.,Служба внутреннего контроля,,5 035 419,5 709 337,2 744 050,113%,470 059,512 137,587 827,109%,332 822,460 000,479 825,138%,972 137,1 067 652,95 515,382 390,460 000,565 436,120%,1 432 137,1 633 088,,355 354,460 000,502 756,129%,408 605,510 000,608 206,125%,480 321,512 400,0,107%,524 490,542 400,0,103%,508 683,512 400,0,101%,457 630,510 000,0,111%,379 793,410 000,0,108%,371 283,410 000,0,110%,363 989,410 000,0,113%
2.9.1.,ФОТ,,5 000 099,5 679 337,2 732 254,114%,470 059,512 137,587 827,109%,332 822,460 000,479 825,138%,972 137,1 067 652,95 515,382 390,460 000,564 208,120%,1 432 137,1 631 860,,355 354,460 000,499 240,129%,408 605,510 000,601 154,125%,480 321,512 400,,107%,489 170,512 400,,105%,508 683,512 400,,101%,457 630,510 000,,111%,379 793,410 000,,108%,371 283,410 000,,110%,363 989,410 000,,113%
2.9.2.,Расходные материалы,,0,0,1 228,,,,,,,,,,0,0,0,,,1 228,,0,1 228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9.3.,Содержание и ремонт помещений,,0,0,5 552,,,0,,,,,,,0,0,0,,,,,0,0,,,,3 516,,,,2 036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9.4.,Инструменты и инвентарь,,0,0,0,,,0,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9.5.,"Униформа, спецодежда",,35 320,30 000,0,85%,,0,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,35 320,30 000,,85%,,,,,,,,,,,,,,,,,,,,
2.9.6.,"Бытовая техника и оборудование, мебель",,0,0,5 016,,,0,,,,,,,0,0,0,,,,,0,0,,,,,,,,5 016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9.7.,Прочие расходы,,0,0,0,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.10.,Коммунальные платежи,,19 882 420,22 011 508,9 349 433,111%,1 311 754,2 250 208,2 679 815,172%,2 310 269,2 063 100,2 215 340,89%,4 313 308,4 895 155,581 847,878 870,1 504 100,2 049 824,171%,5 817 408,6 944 979,,1 812 176,1 648 100,1 267 782,91%,1 579 856,1 380 000,1 136 672,87%,1 173 679,1 323 000,0,113%,1 267 309,1 695 000,0,134%,1 355 194,1 560 000,0,115%,1 507 698,1 563 000,0,104%,2 229 638,2 235 000,0,100%,1 375 617,2 095 000,0,152%,3 080 360,2 695 000,0,87%
2.10.1.,Электроэнергия,,10 001 755,12 701 809,5 626 929,127%,917 000,1 501 809,1 388 964,164%,1 627 255,1 300 000,1 514 669,80%,2 801 809,2 903 633,101 824,407 199,950 000,1 140 486,233%,3 751 809,4 044 119,,812 488,800 000,922 276,98%,516 304,750 000,660 534,145%,649 216,750 000,,116%,239 858,800 000,,334%,585 876,850 000,,145%,736 520,950 000,,129%,979 562,1 150 000,,117%,771 877,1 250 000,,162%,1 758 600,1 650 000,,94%
2.10.2.,Аренда земельных участков,,2 425 115,735 000,117 544,30%,108 294,,,0%,108 294,,117 544,0%,0,117 544,117 544,,,,,0,117 544,,245 000,245 000,,100%,580 006,,,0%,91 469,,,0%,339 533,245 000,,72%,90 245,,,0%,335 125,,,0%,404 709,245 000,,61%,122 440,,,0%,,,,
2.10.3.,Водоотведение,,1 234 211,1 217 914,397 765,99%,123 713,51 914,61 722,42%,92 000,80 000,65 837,87%,131 914,127 559,-4 355,85 491,86 000,97 383,101%,217 914,224 942,,133 915,135 000,89 977,101%,82 260,85 000,82 846,103%,108 994,110 000,,101%,181 011,185 000,,102%,88 985,100 000,,112%,127 733,130 000,,102%,50 000,80 000,,160%,80 000,85 000,,106%,80 109,90 000,,112%
2.10.4.,"Теплоэнергия, Дрова",Дрова для бань и пеллеты,2 514 143,3 423 200,1 832 044,136%,,423 200,985 272,,337 200,420 000,402 626,125%,843 200,1 387 898,544 698,11 000,220 000,418 129,2000%,1 063 200,1 806 027,,287 400,220 000,9 574,77%,52 143,130 000,16 443,249%,22 000,130 000,,591%,169 000,130 000,,77%,161 700,150 000,,93%,33 900,100 000,,295%,456 300,450 000,,99%,302 800,450 000,,149%,680 700,600 000,,88%
2.10.5.,"Вывоз ТБО, ЖБО",,989 351,1 287 000,475 969,130%,40 607,82 000,93 575,202%,33 000,85 000,52 622,258%,167 000,146 197,-20 803,15 000,80 000,106 908,533%,247 000,253 105,,45 000,80 000,88 813,178%,144 323,130 000,134 051,90%,99 000,110 000,,111%,90 107,110 000,,122%,174 438,180 000,,103%,54 000,100 000,,185%,124 719,100 000,,80%,,100 000,,,169 157,130 000,,77%
2.10.6.,Дератизация/Дезинсекция,,797 725,935 425,156 672,117%,35 000,45 125,8 000,129%,35 000,45 100,,129%,90 225,8 000,-82 225,35 000,45 100,65 636,129%,135 325,73 636,,151 000,45 100,8 000,30%,154 000,150 000,75 036,97%,62 000,100 000,,161%,100 000,100 000,,100%,35 000,80 000,,229%,35 000,80 000,,229%,84 000,85 000,,101%,,80 000,,,71 725,80 000,,112%
2.10.7.,Услуги ассенизаторской машины,,1 148 880,1 376 160,628 200,120%,65 640,136 160,115 520,207%,77 520,110 000,35 280,142%,246 160,150 800,-95 360,112 280,100 000,194 520,89%,346 160,345 320,,115 280,100 000,141 880,87%,,100 000,141 000,,121 500,100 000,,82%,100 800,100 000,,99%,145 520,150 000,,103%,185 420,180 000,,97%,102 640,100 000,,97%,50 000,100 000,,200%,72 280,100 000,,138%
2.10.8.,"Пожарная сигнализация, КТС,видеонаблюдение",,568 020,323 000,114 310,57%,21 500,10 000,26 762,47%,,23 000,26 762,,33 000,53 524,20 524,21 500,23 000,26 762,107%,56 000,80 286,,22 093,23 000,7 262,104%,39 000,23 000,26 762,59%,19 500,23 000,,118%,47 000,25 000,,53%,73 430,50 000,,68%,,23 000,,,27 708,25 000,,90%,48 500,30 000,,62%,247 789,45 000,,18%
2.10.11.,Лабораторные исследования,Анализ воды в водоеме,11 820,12 000,0,102%,,,,,,,,,0,0,0,,,,,0,0,,,,,,11 820,12 000,,102%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.10.12.,Прочие расходы,,191 400,0,0,0%,,,,,,,,,0,0,0,191 400,,,0%,0,0,,,,,,,,,0%,,,,0%,,,,,,,,,,,,0%,,,,,,,,,,,,
2.11.,Прочие расходы (развлечения),,4 879 097,3 594 800,344 108,74%,939 577,74 800,323 422,8%,328 130,100 000,0,30%,174 800,323 422,148 622,157 300,100 000,5 436,64%,274 800,328 858,,130 000,80 000,0,62%,130 000,160 000,15 250,123%,463 000,330 000,0,71%,269 660,360 000,0,134%,117 750,240 000,0,204%,396 742,230 000,0,58%,127 000,170 000,0,134%,42 000,50 000,0,119%,1 777 938,1 700 000,0,96%
2.11.1.,ФОТ,,0,0,0,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.11.2.,"Расходные материалы,   гсм","ГСМ на эксплуатацию катера, яхты, снегоходов, гидроциклов",1 218 000,1 290 000,20 686,106%,80 000,,,0%,80 000,50 000,,63%,50 000,0,-50 000,70 000,70 000,5 436,100%,120 000,5 436,,130 000,80 000,,62%,130 000,110 000,15 250,85%,90 000,180 000,,200%,120 000,210 000,,175%,90 000,190 000,,211%,133 000,130 000,,98%,100 000,120 000,,120%,42 000,50 000,,119%,153 000,100 000,,65%
2.11.3.,Содержание и ремонт помещений,,126 000,0,0,0%,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,80 000,,,0%,,,,,,,,,46 000,,,0%
2.11.4.,Инструменты и инвентарь,,0,0,0,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.11.5.,"Униформа, спецодежда",,0,0,0,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.11.6.,"Детская комната, площадка",,29 637,0,0,0%,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,29 637,,,0%,,,,,,,,,,,,
2.11.7.,Организация мероприятий,"затраты на фейерверки, фото зоны, музыкальное сопровождение, декор.",3 505 460,2 304 800,323 422,66%,859 577,74 800,323 422,9%,248 130,50 000,,20%,124 800,323 422,198 622,87 300,30 000,,34%,154 800,323 422,,,,,,,50 000,,,373 000,150 000,,40%,149 660,150 000,,100%,27 750,50 000,,180%,154 105,100 000,,65%,27 000,50 000,,185%,,,,,1 578 938,1 600 000,,101%
2.11.8.,"Бытовая техника и оборудование, мебель",,0,0,0,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.11.9.,Прочие расходы,,0,0,0,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.12.,Реклама,"Реклама в интернете, соц  сетях, буклеты",2 075 230,2 731 060,662 533,132%,148 080,131 060,97 913,89%,105 600,200 000,96 538,189%,331 060,194 451,-136 609,100 000,200 000,154 071,200%,531 060,348 522,,233 220,250 000,176 468,107%,145 280,250 000,137 543,172%,188 000,300 000,,160%,260 000,300 000,,115%,100 000,300 000,,300%,165 050,200 000,,121%,180 000,200 000,,111%,200 000,200 000,,100%,250 000,200 000,,80%
,доля в выручке,,"1,1%","1,2%","1,3%",108%,"1,0%","1,1%","0,8%",115%,"1,1%","2,2%",0,209%,,,0,"0,9%","2,0%","1,6%",219%,"1,7%","1,2%",,"2,6%","2,7%","2,5%",102%,"0,9%","1,5%",0,159%,"1,0%","1,2%",,121%,,,,,,0,,,,0,,,0,0,,75%,0,0,,61%,0,0,,36%
2.13.,Налоги от зарплаты,запланировано меньше расчетной суммы,21 446 279,27 760 826,5 702 490,129%,1 318 960,1 855 826,1 319 850,141%,1 657 121,1 855 000,1 076 817,112%,3 710 826,2 396 667,-1 314 159,1 718 899,2 100 000,1 161 221,122%,5 810 826,3 557 888,,1 717 435,2 050 000,1 058 337,119%,1 669 309,2 500 000,1 086 265,150%,1 706 238,2 500 000,,147%,1 844 508,2 500 000,,136%,2 101 182,2 500 000,,119%,2 061 228,2 500 000,,121%,1 967 310,2 450 000,,125%,1 916 991,2 450 000,,128%,1 767 098,2 500 000,,141%
2.14.,Прочие налоги ,"туристический налог,  транспортный налог, за пользование водными ресурсами",415 837,599 000,218 949,144%,4 805,110 000,110 000,2289%,10 505,,,0%,110 000,110 000,0,,,108 949,,110 000,218 949,,11 368,163 000,,1434%,,,,,,20 000,,,198 622,173 000,,87%,,,,,,,,,190 537,133 000,,70%,,,,,,,,
2.15.,Товары для перепродажи,,0,0,35 937,,0,0,0,,0,0,21 658,,0,21 658,21 658,0,0,12 782,,0,34 440,,0,0,0,,0,0,1 497,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
2.15.1.,СПиР,,0,0,25 898,,,,,,,,21 658,,0,21 658,21 658,,,4 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.15.2.,SPA,,0,0,10 039,,,,,,,,,,,,,,,8 542,,,,,,,,,,,1 497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.15.3.,Анимация,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Итого результат по операционной деятельности EBITDA,,,3 548 932,32 898 104,-13 344 006,927%,804 565,-2 694 800,-3 176 620,-335%,-2 287 984,-4 305 811,-4 829 594,188%,-7 000 611,-8 006 214,-1 005 603,864 813,-3 044 000,-3 080 961,-352%,-10 044 611,-11 063 426,,-4 205 527,-4 049 100,-3 806 058,96%,1 548 054,1 206 200,1 654 726,78%,4 490 726,8 116 515,0,181%,12 145 886,13 302 900,0,110%,10 552 517,15 025 800,0,142%,-4 107 705,5 350 800,0,-130%,-4 817 666,451 800,0,-9%,-3 163 717,1 240 800,0,-39%,-8 270 030,2 397 000,0,-29%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.16.,Амортизация,,18 282 720,12 691 545,5 572 649,69%,3 000 000,1 073 477,1 073 477,36%,4 800 000,1 052 346,1 073 477,22%,2 125 823,2 146 954,,,1 052 346,1 073 477,,3 178 169,3 220 431,,804 093,1 073 477,1 176 109,134%,,1 073 477,1 176 109,,,1 052 346,,,6 683,1 052 346,,15747%,,1 052 346,,,,1 052 346,,,18 661,1 052 346,,5639%,,1 052 346,,, ,1 052 346,,
2.17.,Прочие налоги и платежи ( НДС),,,0,,,,,,,,,-2 230 660,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Итого,Операционная прибыль,,-14 733 788,20 206 559,-18 916 655,,-2 195 435,-3 768 277,-4 250 097,,-7 087 984,-5 358 157,-5 903 071,,,,,,-4 096 346,-4 154 438,,,,,,-5 122 577,-4 982 167,,,132 723,478 617,,,7 064 169,,,,12 250 554,,,,13 973 454,,,,4 298 454,,,,-600 546,,,,188 454,,,,1 344 654,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 766 042,,,,3 062 639,,,,3 493 364,,,,1 074 614,,,,,,,,47 114,,,,336 164,,
2.18.,Финансовая деятельность,,7 294 268,4 634 206,0,64%,458 235,714 225,703 519,156%,929 797,689 039,662 840,74%,1 403 264,1 366 359,0,0,599 663,599 662,,2 002 927,1 966 021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,% по кредитам,,7 294 268,4 634 206,,,458 235,714 225,703 519,,929 797,689 039,662 840,,1 403 264,1 366 359,,,599 663,599 662,,2 002 927,1 966 021,,,638 271,552 164,,,592 343,30 491,,,485 542,,,,337 315,,,,193 644,,,,193 644,,,,165 534,,,,24 986,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.19.,Прибыль до налогооблажения,,-22 028 056,15 572 353,-18 916 655,,-2 653 670,-4 482 502,-4 953 616,,-8 017 781,-6 047 196,-6 565 911,,,,,,-4 696 009,-4 754 100,,,,,,-5 760 848,-5 534 331,,,-459 620,448 126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.20.,Налог на прибыль,,,3 893 088,,,,,,,,,,,0,0,,,,,,,,,804 093,-1 440 212,-1 383 583,-179%,,-114 905,112 032,,,1 052 346,,,6 683,1 052 346,,15747%,,1 052 346,,,,1 052 346,,,18 661,1 052 346,,5639%,,1 052 346,,, ,1 052 346,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Общий  результат по БДР,,,-22 028 056,11 679 265,-18 916 655,-53%,-2 653 670,-4 482 502,-4 953 616,169%,-8 017 781,-6 047 196,-4 335 251,75%,-10 529 698,-11 519 527,-1 005 603,864 813,-4 696 009,-4 754 100,-543%,-15 225 707,-16 249 878,,-5 009 620,-5 760 848,-5 534 331,115%,1 548 054,-459 620,336 095,-30%,4 490 726,5 526 281,0,123%,12 139 203,10 860 893,0,89%,10 552 517,12 727 464,0,121%,-4 107 705,3 052 464,0,-74%,-4 836 327,-1 818 426,0,38%,-3 163 717,-888 878,0,28%,#VALUE!,292 308,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
